,Name,PriceCurrency,TenforeId,LegalName,ClosePrice,StarRatingM255,SustainabilityRank,QuantitativeRating,CategoryName,Yield_M12,GBRReturnD1,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,GBRReturnM120,MaxFrontEndLoad,OngoingCostActual,PerformanceFeeActual,TransactionFeeActual,MaximumExitCostAcquired,FeeLevel,ManagerTenure,MaxDeferredLoad,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,InvestorTypeRetail,InvestorTypeProfessional,InvestorTypeEligibleCounterparty,ExpertiseBasic,ExpertiseAdvanced,ExpertiseInformed,ReturnProfilePreservation,ReturnProfileGrowth,ReturnProfileIncome,ReturnProfileHedging,ReturnProfileOther,TrackRecordExtension
F0GBR04SQV,Schroder ISF Eurp Smlr Coms A Acc EUR,EUR,52.8.LU0106237406,Schroder International Selection Fund European Smaller Companies A Accumulation EUR,52.8185,2,3,,Europe Small-Cap Equity,0.0,0.7,0.19,6.67,9.01,20.35,15.43,50.95,3.58,7.93,9.27,5.0,1.85,0.0,0.74,,,18.75,,107324564.0,6,2359.26582,4,-5.74,1.1,95.6,22.63,0.23,1,1,1,1,1,1,2,1,3,3.0,2.0,True
F0GBR06FY9,SEI GMF Pan Eurp Sm Cp EUR Instl A Acc,EUR,52.8.IE0033306527,SEI Global Master Fund plc - The SEI Pan European Small Cap Fund Euro Institutional A Accumulating,74.13,2,3,,Europe Small-Cap Equity,0.0,-0.28,-0.32,2.18,12.52,26.63,20.77,40.77,8.82,10.62,,0.0,0.21,0.0,0.31,,,21.42,,218659836.0,5,2116.19653,3,-0.3,1.01,97.72,19.94,0.47,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR061CY,SEI GMF Pan Eurp Sm Cp Instl GBP Acc,GBP,52.8.IE0034296248,SEI Global Master Fund plc - The SEI Pan European Small Cap Fund Instl GBP Acc,76.98,3,3,,Europe Small-Cap Equity,0.0,-0.52,-0.26,2.27,13.19,19.26,16.14,36.18,8.15,12.66,12.84,1.0,0.16,0.0,0.31,,,21.42,,218659836.0,5,2116.19653,3,-0.25,1.01,97.7,19.94,0.47,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04MXQ,JPM Europe Small Cap D (acc) EUR,EUR,52.8.LU0117859560,JPMorgan Funds - Europe Small Cap Fund D (acc) - EUR,28.34,2,3,,Europe Small-Cap Equity,0.0,0.67,0.28,4.89,9.29,26.63,17.2,52.37,5.89,9.09,10.56,5.0,2.77,,0.91,,,22.58,,641440110.0,6,2314.28931,4,-3.54,1.11,97.24,22.59,0.33,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR05VWM,JPM Europe Small Cap A (acc) EUR,EUR,52.8.LU0210531637,JPMorgan Funds - Europe Small Cap Fund A (acc) - EUR,39.8,3,3,,Europe Small-Cap Equity,0.0,0.66,0.33,4.99,9.55,27.32,17.72,53.97,6.98,10.21,11.69,5.0,1.75,,0.91,,,22.58,,641440110.0,6,2314.28931,4,-2.52,1.11,97.24,22.61,0.37,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04D43,Fidelity Sust European Equity A Acc,GBX,52.8.GB0003874913,Fidelity Sustainable European Equity Fund A-Accumulation,590.1,2,4,,Europe ex-UK Equity,0.0,0.67,2.47,5.83,9.64,6.27,5.85,18.66,4.21,8.92,6.6,0.0,1.67,0.0,0.98,,,0.42,,346244149.0,3,32835.76943,4,-4.99,1.08,92.83,17.43,0.28,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000Q8AT,Royal London Europe ex UK Tracker Z Acc,GBX,52.8.GB00B8HF4Y56,Royal London Europe ex UK Tracker Fund Z institutional GBP Acc,204.4,3,3,,Europe ex-UK Equity,1.35579,0.05,1.59,5.74,10.13,11.94,10.79,25.71,9.31,12.68,,0.0,0.26,0.0,-0.06,,,0.42,,876270751.0,2,36468.297569999995,3,-0.31,1.06,98.44,16.44,0.57,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000SFJ1,Guinness European Equity Income C EURAcc,EUR,52.8.IE00BGHQDW50,Guinness European Equity Income C EUR Accumulation,16.9747,2,3,,Europe ex-UK Equity,0.0,-0.1,0.28,1.32,10.04,20.65,17.58,30.07,9.18,8.32,,5.0,1.99,0.0,0.23,,,0.75,,6318557.0,2,19682.27954,4,-1.04,1.1,93.76,17.52,0.51,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000ZXQG,Guinness European Equity Income Y € Acc,EUR,52.8.IE00BYVHW019,Guinness European Equity Income Fund Y EUR Accumulation,12.8909,3,3,,Europe ex-UK Equity,0.0,-0.1,0.3,1.41,10.34,21.27,18.12,31.43,10.29,,,,0.99,0.0,0.23,,,0.75,,6318557.0,2,19682.27954,4,-0.05,1.1,93.75,17.53,0.57,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR04DFV,AXA Framlington European R Acc,GBX,52.8.GB0003499851,AXA Framlington European R Acc,1139.0,3,4,,Europe ex-UK Equity,0.51918,0.09,1.97,5.56,10.05,11.67,10.58,23.22,7.71,9.98,8.42,5.25,1.56,0.0,0.11,,,0.92,,63298935.0,2,50729.23521,3,-1.48,1.04,97.0,16.23,0.49,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000RW8J,OYSTER Europe C EUR,EUR,52.8.LU0995827663,OYSTER Europe C EUR,157.69,1,2,,Europe ex-UK Equity,0.0,-0.11,0.35,1.86,7.87,16.06,14.34,26.47,2.45,,,3.0,3.05,0.0,0.99,,,1.0,,4714449.0,2,19459.78969,4,-7.59,1.09,87.58,18.02,0.13,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000RW8K,OYSTER Europe I EUR,EUR,52.8.LU0995828042,OYSTER Europe I EUR,1145.66,2,2,,Europe ex-UK Equity,0.0,-0.11,0.37,1.95,8.15,16.66,14.86,27.79,3.53,,,0.0,1.97,0.0,0.99,,,1.0,,4714449.0,2,19459.78969,4,-6.55,1.09,87.57,18.03,0.19,1,1,1,1,1,1,2,1,1,3.0,2.0,False
F0000155B3,Jupiter European Special Sit J GBP Acc,GBP,52.8.GB00BJJQ4R67,Jupiter European Special Situations Fund Class J GBP Accumulating,5.0115,2,5,,Europe ex-UK Equity,0.0,0.75,3.41,6.83,9.94,7.9,7.2,19.32,5.58,9.25,7.32,,1.44,0.0,0.09,,,1.0,,324652087.0,3,33335.873139999996,2,-2.77,0.91,92.27,15.05,0.36,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F00000MWJZ,Jupiter European Special Sits I Acc,GBX,52.8.GB00B60WTT90,Jupiter European Special Situations I Acc,537.44,3,5,3.0,Europe ex-UK Equity,0.22532,0.75,3.42,6.87,10.07,8.15,7.41,19.86,6.27,10.0,8.07,0.0,0.99,0.0,0.09,,,1.0,,324652087.0,3,33335.873139999996,2,-2.11,0.91,92.23,15.05,0.41,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F0GBR04S2B,Aviva Investors Contnn Eurp Eq 1 GBP Acc,GBX,52.8.GB0004457973,Aviva Investors Continental European Equity Fund 1 GBP Acc,288.61,3,3,,Europe ex-UK Equity,0.47726,-0.05,1.17,4.46,8.57,9.5,8.37,24.22,4.15,9.25,8.74,0.0,1.0,0.0,0.17,,,1.0,,163635220.0,2,39253.44341,4,-5.24,1.16,95.82,18.48,0.3,1,1,1,1,1,1,2,1,1,3.0,2.0,False
F0000000QF,Aviva Investors Eurp Eq Inc A EUR Acc,EUR,52.8.LU0274935054,Aviva Investors - European Equity Income Fund A EUR Acc,16.2213,1,4,,Europe ex-UK Equity,0.0,0.46,1.12,4.9,8.41,16.67,14.49,28.59,-0.52,2.73,4.97,5.0,1.69,0.0,1.26,,,1.0,,141298114.0,2,40349.462569999996,4,-11.43,1.2,94.29,19.2,-0.01,1,1,1,1,1,1,2,1,1,3.0,2.0,False
F0GBR04HUP,Schroder European Alpha Plus Acc,GBP,52.8.GB0033302877,Schroder European Alpha Plus Fund A Accumulation GBP,2.1959999999999997,1,3,,Europe ex-UK Equity,0.0,0.27,1.62,6.6,7.59,9.42,8.02,31.89,0.6,8.69,5.9,0.0,1.71,0.0,0.36,,,1.17,,118754113.0,3,10196.3095,5,-10.04,1.3,92.39,20.95,0.1,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000QLMB,Schroder European Alpha Plus L £ Acc,GBP,52.8.GB00BDD29R36,Schroder European Alpha Plus Fund L Accumulation GBP,0.8478,2,3,,Europe ex-UK Equity,0.29519,0.27,1.63,6.65,7.79,9.85,8.4,32.95,1.43,9.6,,0.0,0.9,0.0,0.36,,,1.17,,118754113.0,3,10196.3095,5,-9.21,1.3,92.39,20.93,0.14,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000O61O,Schroder European Alpha Income C Acc,GBP,52.8.GB00B75ZTX45,Schroder European Alpha Income C Accumulation,2.404,1,2,,Europe ex-UK Equity,1.8980400000000002,0.29,1.22,5.81,9.47,11.09,9.57,26.0,-3.0,5.92,,0.0,1.03,0.0,0.46,,,1.17,,79375158.0,2,10585.38767,5,-13.56,1.3,92.28,20.93,-0.07,1,1,1,1,1,1,2,1,1,3.0,2.0,False
F0GBR04RX1,Invesco European Equity UK Acc,GBX,52.8.GB0033028001,Invesco European Equity Fund (UK) (Acc),1287.06,2,3,,Europe ex-UK Equity,0.83342,-0.09,1.18,4.57,8.49,13.27,12.83,29.94,3.37,8.96,7.84,0.0,1.68,0.0,0.26,,,1.25,,2313747073.0,1,26946.256080000003,5,-8.12,1.39,93.44,22.25,0.23,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000ZIAD,MGTS AFH DA European Equity I GBP Acc,GBX,52.8.GB00BYXG9Q15,MGTS AFH DA Fund - MGTS AFH DA European Equity Fund I GBP Accumulation,105.42,2,3,,Europe ex-UK Equity,0.80385,0.2,1.7,5.61,10.41,10.64,10.03,23.76,2.04,,,0.0,0.81,0.0,0.49,,,1.33,,199749462.0,2,24299.766330000002,3,-7.05,1.1,93.18,17.17,0.17,1,1,1,1,1,1,2,1,1,2.0,2.0,False
F000000R67,Invesco European Equity Inc UK Acc,GBX,52.8.GB00B28J0S09,Invesco European Equity Income Fund (UK) (Acc),109.63,2,3,,Europe ex-UK Equity,1.79391,0.1,1.04,4.1,7.8,12.18,11.31,26.83,3.7,8.75,8.03,0.0,1.69,0.0,0.33,,,1.5,,487527034.0,1,30663.82464,4,-6.38,1.19,94.97,18.52,0.25,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F000000R6C,Invesco European Equity Inc UK (NoTr)Acc,GBX,52.8.GB00B28J0V38,Invesco European Equity Income Fund (UK) (No Trail) (Acc),232.23,3,3,,Europe ex-UK Equity,1.78712,0.1,1.05,4.14,7.94,12.47,11.56,27.47,4.22,9.29,8.57,5.0,1.19,0.0,0.33,,,1.5,,487527034.0,1,30663.82464,4,-5.89,1.19,94.97,18.52,0.28,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F0000155AX,Jupiter European J Acc,GBP,52.8.GB00BJJQ4M13,Jupiter European Fund J Acc,29.6531,3,5,2.0,Europe ex-UK Equity,0.0,1.11,3.65,6.9,9.82,6.83,6.6,15.27,7.82,,,,1.44,0.0,0.03,,,1.67,,4303970576.0,3,22252.30111,1,1.28,0.76,76.96,13.98,0.56,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F00000VTC9,Jupiter European Z Acc,GBX,52.8.GB00BQXWPZ41,Jupiter European Fund Class Z Acc,3245.15,4,5,3.0,Europe ex-UK Equity,0.22314,1.11,3.66,6.95,9.97,7.13,6.86,15.9,8.63,14.8,,0.0,0.89,0.0,0.03,,,1.67,,4303970576.0,3,22252.30111,1,2.03,0.76,76.86,13.99,0.62,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000MWJV,Jupiter European I Acc,GBX,52.8.GB00B5STJW84,Jupiter European I Acc,3224.71,5,5,3.0,Europe ex-UK Equity,0.1366,1.11,3.66,6.94,9.94,7.07,6.81,15.78,8.52,14.68,12.58,0.0,0.99,0.0,0.03,,,1.67,,4303970576.0,3,22252.30111,1,1.93,0.76,76.86,13.99,0.61,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F0GBR04SCQ,M&G European Select GBP A Acc,GBX,52.8.GB0030928773,M&G Investment Funds (1) - M&G European Select Fund Sterling A Acc,3622.29,2,1,,Europe ex-UK Equity,1.03441,-0.22,0.77,3.77,10.15,13.56,13.41,25.56,4.55,9.72,7.09,0.0,1.18,0.0,0.07,,,1.92,,145801737.0,1,20588.28146,4,-5.15,1.14,93.72,17.7,0.3,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000O7XQ,Merian European Equity ex UK I GBP Acc,GBP,52.8.GB00B1XG9714,Merian European Equity (ex UK) Fund I GBP Acc,2.233,2,3,,Europe ex-UK Equity,0.0,0.0,1.09,5.73,11.54,17.22,15.28,31.59,7.75,9.85,7.22,0.0,0.9,0.0,0.26,,,2.17,,37297710.0,2,18977.75298,4,-1.96,1.1,96.7,17.21,0.47,1,1,1,1,1,1,2,1,2,3.0,2.0,True
F0GBR04RS5,Threadneedle European Sel Rtl Acc GBP,GBP,52.8.GB0001529345,Threadneedle European Select Fund Retail Accumulation GBP,4.2726,4,5,2.0,Europe ex-UK Equity,0.0,0.32,2.34,6.26,9.89,9.81,8.38,25.13,11.61,13.42,10.81,3.75,1.6,0.0,0.36,,,2.17,,1866922353.0,3,40204.96675,1,3.55,0.87,87.41,14.75,0.77,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04RS7,Threadneedle European Sel Ins Acc GBP,GBP,52.8.GB0001445229,Threadneedle European Select Fund Institutional Accumulation GBP,4.9056,5,5,2.0,Europe ex-UK Equity,0.11957000000000001,0.33,2.35,6.31,10.05,10.11,8.64,25.82,12.23,14.05,11.46,0.0,1.05,0.0,0.36,,,2.17,,1866922353.0,3,40204.96675,1,4.1,0.87,87.39,14.75,0.8,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000NN3L,Threadneedle (Lux) European Select AE,EUR,52.8.LU0713326832,Threadneedle (Lux) - European Select Class AE (EUR Accumulation Shares),31.711,4,5,,Europe ex-UK Equity,0.0,-0.03,1.66,3.46,10.04,16.28,13.27,27.63,12.33,11.08,,5.0,1.8,0.0,0.37,,,2.17,,1493436165.0,3,40247.37669,1,3.75,0.84,89.91,14.04,0.79,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000YWBD,Threadneedle (Lux) European Select ZG,GBP,52.8.LU1598421698,Threadneedle (Lux) - European Select Class ZG (GBP Accumulation Shares),15.5557,5,5,,Europe ex-UK Equity,0.0,-0.26,1.75,3.61,10.89,9.9,9.27,24.34,12.45,,,5.0,1.04,0.0,0.37,,,2.17,,1493436165.0,3,40247.37669,1,4.5,0.84,89.93,14.06,0.85,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR058RW,Russell Inv Continental Eurp Eq B,EUR,52.8.IE0007356367,Russell Investment Company plc - Russell Investments Continental European Equity Fund B,49.35,2,2,,Europe ex-UK Equity,0.4046,-0.04,0.63,2.62,9.98,20.19,17.56,34.62,7.38,8.92,8.37,0.0,1.84,0.0,0.2,,,2.25,,362771719.0,2,18513.89664,4,-3.24,1.12,98.02,17.29,0.41,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F0GBR04VDH,Russell Inv Continental Eurp Eq A,EUR,52.8.IE0007356250,Russell Investment Company plc - Russell Investments Continental European Equity Fund A,61.62,3,2,,Europe ex-UK Equity,0.92915,-0.03,0.65,2.72,10.27,20.78,18.07,35.94,8.4,9.96,9.36,0.0,0.9,0.0,0.2,,,2.25,,362771719.0,2,18513.89664,4,-2.29,1.12,98.02,17.31,0.46,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000JVS9,GlobalAccess Eurp ex-UK Alpha Z Acc EUR,EUR,52.8.IE00B29M3G77,GlobalAccess Europe (ex-UK) Alpha Fund Z Acc EUR,2.8160000000000003,2,3,,Europe ex-UK Equity,0.008740000000000001,0.0,1.11,2.1,8.52,16.7,13.87,29.35,9.23,8.23,7.63,5.0,2.32,0.0,0.03,,,2.25,,102130288.0,2,28493.655889999998,3,-0.59,1.05,98.38,16.34,0.55,1,1,1,1,1,1,2,1,3,2.0,2.0,False
F00000JVS5,GlobalAccess Eurp ex-UK Alpha A Acc EUR,EUR,52.8.IE00B0XXDR30,GlobalAccess Europe (ex-UK) Alpha Fund A Acc EUR,3.002,3,3,,Europe ex-UK Equity,0.29802,-0.03,1.11,2.14,8.61,16.99,14.1,29.96,9.76,8.78,8.16,5.0,1.82,0.0,0.03,,,2.25,,102130288.0,2,28493.655889999998,3,-0.1,1.05,98.4,16.38,0.58,1,1,1,1,1,1,2,1,3,2.0,2.0,False
F0GBR04K8B,BlackRock European Dynamic A Acc,GBX,52.8.GB0000495209,BlackRock European Dynamic Fund A Accumulation,946.2,5,4,2.0,Europe ex-UK Equity,0.0,0.44,2.38,7.69,12.44,12.63,9.86,44.28,16.42,17.99,13.01,5.0,1.67,,0.58,,,2.33,,5856858887.0,3,28350.955560000002,4,6.68,1.03,88.58,17.17,0.94,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR05Z1J,BGF Continental Eurp Flex A2,EUR,52.8.LU0224105477,BlackRock Global Funds - Continental European Flexible A2,41.59,5,4,2.0,Europe ex-UK Equity,0.0,0.58,1.84,7.63,12.01,19.44,15.3,50.69,17.15,15.7,13.07,5.0,1.82,,0.64,,,2.33,,6153139600.0,3,28361.4134,3,6.52,1.02,89.11,17.1,0.93,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F0GBR04GM3,Liontrust European Opports A Acc GBP,GBP,52.8.GB0032308594,Liontrust European Opportunities Fund A Acc GBP,6.0729,1,2,,Europe ex-UK Equity,0.0,0.12,0.57,4.99,11.0,13.75,11.81,31.76,-0.59,9.91,5.18,0.0,1.9,0.0,0.38,,,2.42,,85140964.0,2,12310.980309999999,5,-12.16,1.44,95.29,22.88,0.06,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000VZBL,Legg Mason IF MC Eurp Uncons X Acc £,GBP,52.8.GB00BVZ6V174,Legg Mason IF Martin Currie European Unconstrained Fund Class X Accumulation,8.025,5,5,,Europe ex-UK Equity,0.1497,0.26,1.61,5.62,10.7,11.04,8.02,33.08,17.73,16.65,10.27,0.0,1.02,0.0,0.41,,,2.5,,102224835.0,3,33386.3332,2,8.53,0.9,86.71,15.21,1.09,1,1,1,1,1,1,2,1,3,2.0,2.0,True
F00000TUO9,LF Canlife European B Acc,GBX,52.8.GB00BKRC1385,LF Canlife European Fund B Accumulation,407.89,2,3,,Europe ex-UK Equity,1.1208,0.1,1.8,5.42,9.51,10.92,9.85,22.25,6.23,9.78,6.82,4.75,0.96,0.0,0.22,,,2.5,,57847822.0,2,55406.72211,3,-2.85,1.04,97.85,15.94,0.41,1,1,1,1,1,1,2,1,3,3.0,2.0,True
F000010OP2,Invesco Continental Eur Eq E EUR Acc,EUR,52.8.LU1775949206,Invesco Funds - Invesco Continental European Equity Fund E Accumulation EUR,10.79,2,3,,Europe ex-UK Equity,0.0,0.56,1.03,4.15,7.36,20.69,16.9,34.37,5.61,6.71,7.19,3.0,2.48,0.0,0.16,,,2.75,,33060045.0,1,25113.08843,5,-5.49,1.2,94.08,18.68,0.3,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F0GBR06L2K,Santander Europe (Excluding UK) Eqs A,GBX,52.8.GB0002789047,Santander Europe (Excluding UK) Equities A,485.0,3,3,,Europe ex-UK Equity,1.4509299999999998,0.04,1.17,5.41,11.52,14.28,13.16,29.51,8.09,11.62,8.04,0.0,0.76,0.0,0.06,,,2.75,,71714677.0,2,25605.188680000003,4,-1.94,1.12,98.26,17.21,0.48,1,1,1,1,1,1,2,1,1,2.0,2.0,False
F0GBR04IQE,Schroder European Recovery A Acc,GBP,52.8.GB0031093353,Schroder European Recovery Fund A Accumulation GBP,8.383,1,2,2.0,Europe ex-UK Equity,0.38366,-0.38,0.11,2.91,7.23,18.17,17.21,36.38,3.46,7.34,6.59,0.0,1.7,0.0,0.31,,,3.08,,211999752.0,1,11708.089179999999,5,-8.16,1.48,88.27,24.57,0.24,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F000000NTM,ASI Europe ex UK Ethical Equity I Acc,GBX,52.8.GB00B1ZB0P99,ASI Europe ex UK Ethical Equity Fund Institutional Accumulation,106.1,4,5,,Europe ex-UK Equity,0.7965899999999999,0.09,1.24,4.02,7.28,8.44,6.48,28.16,10.59,13.52,9.17,0.0,0.86,0.0,0.07,,,3.17,,291808940.0,3,22353.04735,4,2.02,1.02,90.26,16.96,0.67,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000ZQYQ,L&G European Equity Income C Acc,GBX,52.8.GB00BF18CD42,Legal & General European Equity Income Fund C Class Accumulation,60.31,2,2,,Europe ex-UK Equity,2.57754,0.02,0.75,4.51,7.68,14.72,13.26,35.01,6.43,,,0.0,0.72,0.0,0.1,,,3.5,,304101898.0,1,21003.01689,5,-4.4,1.31,94.1,20.49,0.38,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000ZZAS,Man GLG Eurp Alpha Inc Profl Acc C,GBX,52.8.GB00BD9G3K01,Man GLG European Alpha Income Fund Professional Accumulation Shares (Class C),116.2,2,3,,Europe ex-UK Equity,1.8157900000000002,0.52,2.29,3.47,7.69,7.59,7.1,20.35,5.41,,,0.0,0.9,0.0,0.26,,,3.5,,14512302.0,2,36634.498569999996,5,-4.95,1.21,93.52,19.26,0.33,1,1,1,1,1,1,2,1,1,2.0,2.0,False
F00000ZZS6,Alken Continental Europe SEU1,EUR,52.8.LU1696658423,Alken Fund - Alken Continental Europe SEU1,107.73,1,1,,Europe ex-UK Equity,0.0,-0.5,-0.61,1.41,8.58,20.84,18.12,25.38,1.52,,,3.0,1.28,0.0,0.53,,,3.67,,41903330.0,4,6230.51348,4,-7.58,1.06,81.41,18.54,0.12,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000H6KY,Royal London European Growth Fund A,GBX,52.8.GB00B52DGB49,Royal London European Growth Fund A,1139.0,3,4,,Europe ex-UK Equity,0.31145,0.35,1.79,5.76,10.91,11.34,10.15,25.01,8.02,11.85,7.56,0.0,1.22,0.0,0.0,,,3.67,,2018156583.0,2,50991.85462,3,-0.74,0.98,97.55,15.35,0.53,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR04G99,Fidelity Instl Europe ex UK Acc,GBX,52.8.GB0003368353,Fidelity Institutional Europe (ex-UK) Acc,770.0,4,5,,Europe ex-UK Equity,0.51152,0.67,2.46,5.89,9.89,9.03,5.86,26.19,12.39,13.94,10.08,0.0,0.91,0.0,0.33,,,3.83,,112060634.0,3,32831.83101,3,3.38,0.97,93.59,15.85,0.77,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04S4D,Allianz Continental European A Acc,GBX,52.8.GB0031382988,Allianz Continental European Fund Class A Shares Acc,2004.44,5,4,2.0,Europe ex-UK Equity,0.0,0.44,2.07,5.49,10.93,13.1,10.17,32.66,13.95,16.23,11.83,4.0,1.57,0.0,0.03,,,4.0,,263588650.0,3,25691.46536,3,5.33,0.95,82.65,16.69,0.84,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04RTP,BlackRock Continental Euro A Acc,GBX,52.8.GB0005804728,BlackRock Continental European Fund A Acc,4113.0,5,4,,Europe ex-UK Equity,0.0,0.51,2.44,8.21,15.5,14.79,12.72,42.66,17.65,17.84,12.04,5.0,1.68,,0.2,,,4.0,,940563475.0,3,29447.562130000002,3,8.58,0.92,85.47,15.55,1.08,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000YXCO,CRUX (Lux) European Special Sits € A Acc,EUR,52.8.LU1598676333,CRUX (Lux) European Special Situations Fund EUR A Acc,118.13,2,4,,Europe ex-UK Equity,0.0,0.9,1.7,4.28,6.39,15.13,12.65,26.5,5.31,,,0.0,2.0,0.0,0.05,,,4.08,,77792020.0,3,16294.88265,4,-4.83,1.1,90.73,17.59,0.3,1,1,1,1,1,1,2,1,3,2.0,2.0,False
F00000Z1PB,GAM Continental Euro Equity Inst GBP Acc,GBP,52.8.GB00BYQJ5J24,GAM Funds - GAM Continental Euro Equity Institutional GBP Acc,13.6487,3,3,,Europe ex-UK Equity,0.28113,-0.34,0.37,2.57,8.4,10.0,9.33,30.4,9.67,12.31,,0.0,0.87,0.0,0.46,,,4.08,,567103067.0,3,27020.879160000004,3,1.06,1.01,90.91,16.39,0.62,1,1,1,1,1,1,2,1,3,3.0,2.0,True
F00000YM39,Quilter Inv Eurp ex UK Eq Inc U2 GBP Acc,GBP,52.8.GB00BD4HJ668,Quilter Investors Europe (ex UK) Equity Income Fund U2 (GBP) Accumulation,1.189,1,3,,Europe ex-UK Equity,1.54819,-0.42,0.0,2.85,8.19,16.0,16.23,39.72,1.29,,,5.0,0.75,0.0,0.23,,,4.17,,146002436.0,1,16559.65273,5,-9.53,1.41,92.67,22.46,0.17,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000YBT6,VT Argonaut European Income Opp R Acc,GBX,52.8.GB00BDSFHH38,VT Argonaut European Income Opportunities Fund R Acc,152.009,3,1,,Europe ex-UK Equity,4.68564,0.74,1.23,1.24,7.71,13.73,12.34,26.03,7.33,,,0.0,0.85,0.0,2.35,,,4.5,,3089270.0,5,6035.96089,2,-0.82,0.94,80.43,15.13,0.49,1,1,1,1,1,1,2,1,3,2.0,2.0,False
F000002SDO,Allianz European Equity Income A Acc,GBX,52.8.GB00B613Y526,Allianz European Equity Income Fund Class A Shares Accumulation,238.51,1,4,,Europe ex-UK Equity,2.42204,-0.15,0.74,2.79,6.13,7.53,6.75,14.67,-0.43,5.78,5.39,4.0,1.93,0.0,0.1,,,4.67,,24669709.0,1,33949.44569,3,-9.06,1.06,91.58,16.75,0.03,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F00000PLW7,Allianz European Equity Income C Acc,GBX,52.8.GB00B613Y740,Allianz European Equity Income Fund Class C Shares Accumulation,141.56,2,4,,Europe ex-UK Equity,2.51884,-0.15,0.75,2.86,6.33,7.94,7.11,15.53,0.46,6.73,6.06,,1.19,0.0,0.1,,,4.67,,24669709.0,1,33949.44569,3,-8.17,1.06,91.53,16.73,0.09,1,1,1,1,1,1,3,1,1,3.0,2.0,True
F0GBR04NBN,SLI European Trust,GBX,52.8.GB0008395948,Standard Life Investments European Trust,335.9,3,3,,Europe ex-UK Equity,1.27199,0.12,1.7,4.54,7.49,8.35,7.15,22.95,8.07,11.35,8.0,7.5,0.86,0.0,0.04,,,4.67,,298540283.0,3,41011.89211,4,-0.93,1.02,95.02,16.17,0.52,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000XVJA,T. Rowe Price Cont Eurp Eq CAccGBP,GBP,52.8.GB00BD3RT239,T. Rowe Price Funds OEIC Continental European Equity Fund C GBP,16.9195,4,4,,Europe ex-UK Equity,0.0,0.34,1.66,5.44,9.34,10.23,8.56,25.38,11.47,,,0.0,0.82,0.0,0.38,,,4.75,,3563281.0,3,18381.68755,2,2.84,0.95,96.13,14.86,0.76,1,1,1,1,1,1,3,1,3,3.0,2.0,False
