,Name,StarRatingM255,SustainabilityRank,CategoryName,Yield_M12,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Top3_sector_percent,Top5_sector_percent,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous
F00000SJSU,Merian UK Equity Income U2 GBP Acc,3,1,Income,2.87764,7.77,19.15,16.67,27.94,3.53,6.71,0.0,0.75,0.09,4.5,43227665.0,4,9547.744,4,1.46,1.32,91.73,22.21,0.23,2,1,3.0,0,12.23,1.4,0.98,7.46,3.07,10.06,-7.79,-8.38,-1.61,-1.7,45.0,1,37.0,48.45,68.98,19.55,28.67,35.04,11.58,4.1,84.17,77.29,91.94,22.15,5.32,28.93,34.0,31.38,93.39,86.62,55.21,90.98,18.04,6.9,69.97,19.27,11.87,85.34,26.57,24.35,61.9,0,1,0,0,0
F0GBR04FI9,MFM Bowland,4,2,Mid_Small-Cap,0.45866999999999997,12.54,15.17,16.18,29.53,11.79,16.46,7.0,0.8,0.29,7.25,23884914.0,6,5114.553779999999,1,6.29,0.52,55.74,16.59,0.73,3,3,2.0,0,23.36,3.99,2.65,18.72,1.28,12.56,0.2,3.5,10.87,6.25,49.0,1,30.0,44.97,71.26,21.52,9.8,26.7,31.67,8.37,13.16,8.42,22.54,81.35,81.35,93.92,68.31,3.63,72.72,5.98,3.98,10.86,21.89,4.8,60.02,62.22,42.07,97.44,17.43,5.61,20.2,0,0,0,1,0
F0GBR04CHR,MFM UK Primary Opportunities A Acc,3,2,Flex-Cap,0.60642,8.3,19.07,15.26,26.08,5.72,9.74,5.2,1.62,0.08,25.42,26672427.0,5,3916.47664,2,3.83,1.11,92.73,18.57,0.37,3,3,2.0,0,14.73,1.79,1.89,9.16,2.0,14.57,-11.23,-6.08,-1.32,-5.02,81.0,2,25.0,47.93,69.99,23.95,15.91,14.08,14.85,26.42,30.06,26.43,70.09,77.21,20.39,77.21,58.49,11.06,81.32,60.4,35.22,86.47,11.22,6.96,41.06,48.56,26.87,94.64,24.06,21.62,36.21,1,0,0,0,0
F0GBR04CHN,MFM UK Primary Opportunities B Acc,4,2,Flex-Cap,0.9990000000000001,8.44,19.37,15.51,26.68,6.25,10.28,1.0,1.12,0.08,25.42,26672427.0,5,3916.47664,3,4.32,1.11,92.74,18.57,0.4,3,3,2.0,0,14.73,1.79,1.89,9.16,2.0,14.57,-11.23,-6.08,-1.32,-5.02,81.0,2,25.0,47.93,69.99,23.95,15.91,14.08,14.85,26.42,30.06,26.43,70.09,77.21,20.39,77.21,58.49,11.06,81.32,60.4,35.22,86.47,11.22,6.96,41.06,48.56,26.87,94.64,24.06,21.62,36.21,1,0,0,0,0
F00000PBF9,MFM UK Primary Opportunities P Acc,4,2,Flex-Cap,1.18016,8.5,19.52,15.63,27.02,6.52,10.56,1.0,0.87,0.08,25.42,26672427.0,5,3916.47664,3,4.58,1.11,92.73,18.58,0.41,3,3,2.0,1,14.73,1.79,1.89,9.16,2.0,14.57,-11.23,-6.08,-1.32,-5.02,81.0,2,25.0,47.93,69.99,23.95,15.91,14.08,14.85,26.42,30.06,26.43,70.09,77.21,20.39,77.21,58.49,11.06,81.32,60.4,35.22,86.47,11.22,6.96,41.06,48.56,26.87,94.64,24.06,21.62,36.21,1,0,0,0,0
F0GBR04KO2,MFS Meridian UK Equity A1 GBP,2,3,Large-Cap,0.0,7.23,10.15,9.8,12.5,1.94,5.41,6.0,1.95,0.2,13.0,30733683.0,2,13127.046040000001,1,-0.14,0.93,95.52,15.33,0.16,3,3,3.0,1,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27,51.0,3,35.0,50.86,72.09,22.42,32.56,30.67,11.49,0.71,70.95,28.51,74.43,27.04,13.76,38.9,82.03,28.18,92.02,77.27,32.89,78.83,29.9,15.57,74.75,35.25,17.69,88.93,32.17,32.17,61.49,0,0,1,0,0
F0GBR05ZTJ,MFS Meridian UK Equity A1 USD,3,3,Large-Cap,0.0,9.57,16.41,13.56,24.98,3.75,4.95,6.0,1.95,0.2,13.0,30733683.0,2,13127.046040000001,1,-0.12,0.91,94.57,15.13,0.16,3,3,3.0,0,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27,51.0,3,35.0,50.86,72.09,22.42,32.56,30.67,11.49,0.71,70.95,28.51,74.43,27.04,13.76,38.9,82.03,28.18,92.02,77.27,32.89,78.83,29.9,15.57,74.75,35.25,17.69,88.93,32.17,32.17,61.49,0,0,1,0,0
F00000VD65,MFS Meridian UK Equity C1 USD,2,3,Large-Cap,0.0,9.4,16.05,13.2,24.13,3.0,4.19,0.0,2.7,0.2,13.0,30733683.0,2,13127.046040000001,1,-0.85,0.91,94.56,15.15,0.11,3,3,3.0,0,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27,51.0,3,35.0,50.86,72.09,22.42,32.56,30.67,11.49,0.71,70.95,28.51,74.43,27.04,13.76,38.9,82.03,28.18,92.02,77.27,32.89,78.83,29.9,15.57,74.75,35.25,17.69,88.93,32.17,32.17,61.49,0,0,1,0,0
F0GBR059QG,MFS Meridian UK Equity I1 GBP,4,3,Large-Cap,0.0,7.48,10.7,10.37,13.69,3.1,6.62,0.0,0.82,0.2,13.0,30733683.0,2,13127.046040000001,1,1.01,0.93,95.5,15.36,0.23,3,3,3.0,1,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27,51.0,3,35.0,50.86,72.09,22.42,32.56,30.67,11.49,0.71,70.95,28.51,74.43,27.04,13.76,38.9,82.03,28.18,92.02,77.27,32.89,78.83,29.9,15.57,74.75,35.25,17.69,88.93,32.17,32.17,61.49,0,0,1,0,0
F00000QBOD,MFS Meridian UK Equity I1 USD,4,3,Large-Cap,0.0,9.79,17.02,14.11,26.33,4.95,6.23,0.0,0.82,0.2,13.0,30733683.0,2,13127.046040000001,1,1.02,0.91,94.54,15.13,0.23,3,3,3.0,0,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27,51.0,3,35.0,50.86,72.09,22.42,32.56,30.67,11.49,0.71,70.95,28.51,74.43,27.04,13.76,38.9,82.03,28.18,92.02,77.27,32.89,78.83,29.9,15.57,74.75,35.25,17.69,88.93,32.17,32.17,61.49,0,0,1,0,0
F00000V33Z,MFS Meridian UK Equity N1 USD,2,3,Large-Cap,0.0,9.45,16.15,13.31,24.38,3.28,4.44,3.0,2.47,0.2,13.0,30733683.0,2,13127.046040000001,1,-0.61,0.91,94.49,15.09,0.13,3,3,3.0,0,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27,51.0,3,35.0,50.86,72.09,22.42,32.56,30.67,11.49,0.71,70.95,28.51,74.43,27.04,13.76,38.9,82.03,28.18,92.02,77.27,32.89,78.83,29.9,15.57,74.75,35.25,17.69,88.93,32.17,32.17,61.49,0,0,1,0,0
F00000M0TW,MFS Meridian UK Equity W1 GBP,3,3,Large-Cap,0.0,7.41,10.62,10.3,13.55,2.98,6.51,0.0,0.93,0.2,13.0,30733683.0,2,13127.046040000001,1,0.92,0.93,95.49,15.36,0.23,3,3,3.0,1,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27,51.0,3,35.0,50.86,72.09,22.42,32.56,30.67,11.49,0.71,70.95,28.51,74.43,27.04,13.76,38.9,82.03,28.18,92.02,77.27,32.89,78.83,29.9,15.57,74.75,35.25,17.69,88.93,32.17,32.17,61.49,0,0,1,0,0
F00000V340,MFS Meridian UK Equity W1 USD,4,3,Large-Cap,0.0,9.79,17.03,14.01,26.28,4.84,6.07,0.0,0.94,0.2,13.0,30733683.0,2,13127.046040000001,1,0.92,0.91,94.65,15.19,0.23,3,3,3.0,0,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27,51.0,3,35.0,50.86,72.09,22.42,32.56,30.67,11.49,0.71,70.95,28.51,74.43,27.04,13.76,38.9,82.03,28.18,92.02,77.27,32.89,78.83,29.9,15.57,74.75,35.25,17.69,88.93,32.17,32.17,61.49,0,0,1,0,0
F00000IRPR,MI Brompton UK Recovery Trust Acc,3,4,Flex-Cap,0.52896,7.63,14.43,11.76,26.29,2.79,8.2,10.0,1.66,0.11,18.92,10879213.0,4,2846.61307,2,1.16,1.07,91.83,18.05,0.23,2,3,3.0,0,15.08,1.36,1.02,7.47,1.48,13.13,-2.4,-5.0,18.34,-11.37,63.0,3,22.0,51.68,70.46,7.9,14.62,36.48,18.92,16.17,74.69,44.86,76.09,77.26,30.74,80.27,68.64,16.16,90.75,29.5,17.16,67.2,11.29,4.67,28.77,53.0,24.53,92.84,14.54,13.06,18.68,1,0,0,0,0
F0000003BI,MI Charles Stanley Equity A Acc,4,4,Flex-Cap,1.5610899999999999,9.71,7.52,5.27,11.28,5.98,8.22,0.0,0.2,0.03,6.17,10950346.0,3,13217.69897,1,4.33,0.84,79.95,15.29,0.43,2,3,3.0,0,20.39,3.68,3.48,18.73,1.78,11.33,-3.59,-2.55,-2.89,4.62,31.0,4,40.0,46.02,69.35,25.13,23.57,28.13,13.11,1.39,20.7,20.7,69.77,71.87,19.59,73.53,79.6,12.43,93.13,49.01,30.14,81.43,47.23,11.13,70.1,35.75,20.55,82.75,34.92,30.21,46.96,1,0,0,0,0
F00000P9GM,MI Charles Stanley Equity B Acc,4,4,Flex-Cap,0.89838,9.52,7.13,4.92,10.46,5.42,8.1,0.0,0.95,0.03,6.17,10950346.0,3,13217.69897,1,3.81,0.84,80.03,15.26,0.4,2,3,3.0,0,20.39,3.68,3.48,18.73,1.78,11.33,-3.59,-2.55,-2.89,4.62,31.0,4,40.0,46.02,69.35,25.13,23.57,28.13,13.11,1.39,20.7,20.7,69.77,71.87,19.59,73.53,79.6,12.43,93.13,49.01,30.14,81.43,47.23,11.13,70.1,35.75,20.55,82.75,34.92,30.21,46.96,1,0,0,0,0
F000002DGO,MI Charles Stanley UK \u0026 Intl Gr A Acc,2,3,Large-Cap,1.13133,7.62,8.58,8.74,15.19,5.01,8.34,0.0,1.47,0.01,12.5,110712147.0,2,32709.0545,4,-6.66,1.07,95.33,15.61,0.36,2,3,3.0,0,16.4,2.14,1.56,10.98,2.28,9.92,-4.32,-5.11,-3.16,0.08,34.0,23,39.0,42.39,63.51,35.03,37.32,19.27,4.73,0.72,63.55,49.77,72.38,31.79,19.29,33.69,75.81,29.84,82.09,80.26,66.55,87.39,47.71,31.83,81.76,41.89,38.73,85.16,53.98,53.36,64.55,0,0,1,0,0
F000003W55,MI Chelverton UK Equity Income A Acc,3,1,Income,2.28189,11.71,22.89,18.94,32.44,0.89,6.93,5.0,1.64,0.21,14.58,537337833.0,7,738.31872,5,-0.46,1.4,83.65,24.77,0.14,2,3,3.0,0,13.78,1.69,0.85,6.86,2.66,10.48,-12.46,-1.84,27.55,-5.05,92.0,3,20.0,60.83,76.9,0.0,0.0,17.67,51.39,27.0,79.51,72.23,86.04,31.1,8.48,34.17,41.99,10.0,98.99,16.36,12.96,46.88,11.54,2.61,29.35,69.47,50.44,97.18,3.08,2.67,5.62,0,1,0,0,0
F000003W54,MI Chelverton UK Equity Income B Acc,4,1,Income,2.28281,11.93,23.4,19.33,33.49,1.66,7.74,5.0,0.89,0.21,14.58,537337833.0,7,738.31872,5,0.3,1.4,83.65,24.78,0.17,2,3,3.0,0,13.78,1.69,0.85,6.86,2.66,10.48,-12.46,-1.84,27.55,-5.05,92.0,3,20.0,60.83,76.9,0.0,0.0,17.67,51.39,27.0,79.51,72.23,86.04,31.1,8.48,34.17,41.99,10.0,98.99,16.36,12.96,46.88,11.54,2.61,29.35,69.47,50.44,97.18,3.08,2.67,5.62,0,1,0,0,0
F00000P0JS,Mirabaud UK Equity High Alpha A GBP Acc,3,5,Flex-Cap,0.0,10.93,18.33,15.04,30.63,8.95,11.03,0.0,1.58,0.96,3.75,33664276.0,6,5415.124470000001,4,7.1,1.34,83.31,23.74,0.45,3,1,3.0,0,17.4,2.71,3.15,20.62,1.07,18.65,-17.51,-17.32,1.85,6.03,28.0,1,37.0,74.64,92.74,4.62,23.19,47.76,20.61,2.24,16.58,12.15,83.9,83.57,9.62,91.18,36.96,8.64,95.82,23.66,8.77,83.84,13.51,2.67,61.03,29.56,6.64,90.27,19.83,15.82,37.61,1,0,0,0,0
F00000P32K,Mirabaud UK Equity High Alpha I GBP Acc,4,5,Flex-Cap,0.0,11.09,18.67,15.33,31.38,9.58,11.67,0.0,1.01,0.96,3.75,33664276.0,6,5415.124470000001,4,7.68,1.34,83.31,23.75,0.48,3,1,3.0,0,17.4,2.71,3.15,20.62,1.07,18.65,-17.51,-17.32,1.85,6.03,28.0,1,37.0,74.64,92.74,4.62,23.19,47.76,20.61,2.24,16.58,12.15,83.9,83.57,9.62,91.18,36.96,8.64,95.82,23.66,8.77,83.84,13.51,2.67,61.03,29.56,6.64,90.27,19.83,15.82,37.61,1,0,0,0,0
F00000UP39,MDPS TOBAM AntiBench UK Equity R1,1,5,Flex-Cap,0.0,8.57,8.88,5.98,16.18,-0.93,1.46,5.0,0.8,0.6,14.67,12534401.0,2,13426.28698,2,-2.89,0.92,92.6,15.48,-0.02,2,2,2.0,0,17.47,1.77,1.01,8.97,2.12,13.48,9.15,-0.31,8.15,-2.23,40.0,6,45.0,58.69,76.91,18.42,25.51,55.51,0.0,0.0,56.66,44.44,80.54,53.76,12.23,69.8,85.27,23.82,99.31,78.5,18.16,92.27,39.12,6.22,64.06,25.47,7.83,58.57,33.85,23.85,43.98,1,0,0,0,0
F000000LLW,Ninety One GSF UK Alpha A Acc GBP,4,2,Large-Cap,0.0,6.33,9.23,8.58,10.01,1.85,5.7,5.0,1.9,0.24,6.42,354687537.0,2,17866.324780000003,1,0.03,0.91,93.8,15.26,0.17,2,1,2.0,1,17.16,2.43,1.86,10.76,2.02,11.21,-9.34,-7.88,4.09,-1.0,46.0,9,32.0,49.09,69.15,29.03,31.74,32.42,6.5,0.0,57.34,23.37,66.31,43.06,24.98,73.6,81.5,15.84,90.25,78.86,50.7,81.42,31.5,13.8,73.6,45.02,27.05,89.44,38.32,32.62,54.01,0,0,1,0,0
F00000VAEP,Ninety One GSF UK Alpha I Acc GBP,4,2,Large-Cap,0.0,6.55,9.73,9.02,11.05,2.8,6.7,5.0,0.96,0.24,6.42,354687537.0,2,17866.324780000003,1,0.97,0.91,93.82,15.26,0.23,2,1,2.0,0,17.16,2.43,1.86,10.76,2.02,11.21,-9.34,-7.88,4.09,-1.0,46.0,9,32.0,49.09,69.15,29.03,31.74,32.42,6.5,0.0,57.34,23.37,66.31,43.06,24.98,73.6,81.5,15.84,90.25,78.86,50.7,81.42,31.5,13.8,73.6,45.02,27.05,89.44,38.32,32.62,54.01,0,0,1,0,0
F00000MLW3,Ninety One GSF UK Alpha I Acc USD,4,2,Large-Cap,0.0,9.03,16.26,12.99,23.74,4.68,6.17,5.0,0.96,0.24,6.42,354687537.0,2,17866.324780000003,1,0.96,0.9,94.25,15.05,0.23,2,1,2.0,1,17.16,2.43,1.86,10.76,2.02,11.21,-9.34,-7.88,4.09,-1.0,46.0,9,32.0,49.09,69.15,29.03,31.74,32.42,6.5,0.0,57.34,23.37,66.31,43.06,24.98,73.6,81.5,15.84,90.25,78.86,50.7,81.42,31.5,13.8,73.6,45.02,27.05,89.44,38.32,32.62,54.01,0,0,1,0,0
F0GBR04RP4,Ninety One UK Alpha A Acc,4,2,Large-Cap,0.9309799999999999,6.85,9.38,8.24,9.38,2.08,5.91,0.0,1.56,0.25,6.42,1934170905.0,2,17319.506559999998,2,0.21,0.94,90.76,16.02,0.18,2,1,2.0,0,17.23,2.43,1.87,10.74,2.0,11.22,-9.4,-7.88,4.1,-0.96,46.0,9,30.0,49.88,69.39,27.61,30.27,31.21,7.28,0.0,57.27,23.13,66.32,45.01,25.15,74.74,81.38,17.45,89.93,77.68,51.56,80.73,31.5,13.69,74.2,45.82,27.04,89.41,37.3,32.89,53.7,0,0,1,0,0
F00000OCZS,Ninety One UK Alpha I Acc,4,2,Large-Cap,1.58746,7.05,9.8,8.59,10.2,2.85,6.71,0.0,0.82,0.25,6.42,1934170905.0,2,17319.506559999998,2,0.96,0.94,90.75,16.03,0.22,2,1,2.0,1,17.23,2.43,1.87,10.74,2.0,11.22,-9.4,-7.88,4.1,-0.96,46.0,9,30.0,49.88,69.39,27.61,30.27,31.21,7.28,0.0,57.27,23.13,66.32,45.01,25.15,74.74,81.38,17.45,89.93,77.68,51.56,80.73,31.5,13.69,74.2,45.82,27.04,89.41,37.3,32.89,53.7,0,0,1,0,0
F00000T2LI,Ninety One UK Alpha J £ Acc,5,2,Large-Cap,1.67393,7.07,9.85,8.64,10.31,2.95,6.82,0.0,0.72,0.25,6.42,1934170905.0,2,17319.506559999998,2,1.06,0.94,90.76,16.03,0.23,2,1,2.0,1,17.23,2.43,1.87,10.74,2.0,11.22,-9.4,-7.88,4.1,-0.96,46.0,9,30.0,49.88,69.39,27.61,30.27,31.21,7.28,0.0,57.27,23.13,66.32,45.01,25.15,74.74,81.38,17.45,89.93,77.68,51.56,80.73,31.5,13.69,74.2,45.82,27.04,89.41,37.3,32.89,53.7,0,0,1,0,0
F00000PBNN,Ninety One UK Alpha R £ Acc,3,2,Large-Cap,1.36991,6.98,9.65,8.47,9.92,2.59,6.44,0.0,1.07,0.25,6.42,1934170905.0,2,17319.506559999998,1,0.71,0.94,90.76,16.02,0.21,2,1,2.0,0,17.23,2.43,1.87,10.74,2.0,11.22,-9.4,-7.88,4.1,-0.96,46.0,9,30.0,49.88,69.39,27.61,30.27,31.21,7.28,0.0,57.27,23.13,66.32,45.01,25.15,74.74,81.38,17.45,89.93,77.68,51.56,80.73,31.5,13.69,74.2,45.82,27.04,89.41,37.3,32.89,53.7,0,0,1,0,0
F000000FES,Ninety One UK Alpha S Acc,5,2,Large-Cap,2.23203,7.25,10.2,8.95,11.03,3.62,7.51,0.0,0.07,0.25,6.42,1934170905.0,2,17319.506559999998,3,1.71,0.94,90.76,16.03,0.27,2,1,2.0,1,17.23,2.43,1.87,10.74,2.0,11.22,-9.4,-7.88,4.1,-0.96,46.0,9,30.0,49.88,69.39,27.61,30.27,31.21,7.28,0.0,57.27,23.13,66.32,45.01,25.15,74.74,81.38,17.45,89.93,77.68,51.56,80.73,31.5,13.69,74.2,45.82,27.04,89.41,37.3,32.89,53.7,0,0,1,0,0
F00000VEYN,Ninety One UK Equity Income A Acc,4,4,Income,1.08725,10.02,9.57,8.76,9.12,4.24,6.68,0.0,1.56,0.39,1.83,162259914.0,2,18647.474009999998,1,2.22,0.78,75.22,14.55,0.3,2,1,2.0,1,20.89,4.08,2.41,16.53,2.69,7.97,-5.83,-2.02,4.0,6.59,35.0,9,52.0,62.77,80.54,27.57,28.45,29.36,8.24,0.0,35.41,16.06,61.07,34.74,21.11,68.17,93.22,10.56,95.32,75.65,32.33,88.57,83.68,21.85,86.17,76.77,30.63,93.1,38.99,38.26,64.11,0,1,0,0,0
F00000VEYO,Ninety One UK Equity Income I Acc,5,4,Income,1.7588,10.22,9.97,9.11,9.93,5.02,7.45,0.0,0.82,0.39,1.83,162259914.0,2,18647.474009999998,1,2.97,0.78,75.2,14.55,0.35,2,1,2.0,1,20.89,4.08,2.41,16.53,2.69,7.97,-5.83,-2.02,4.0,6.59,35.0,9,52.0,62.77,80.54,27.57,28.45,29.36,8.24,0.0,35.41,16.06,61.07,34.74,21.11,68.17,93.22,10.56,95.32,75.65,32.33,88.57,83.68,21.85,86.17,76.77,30.63,93.1,38.99,38.26,64.11,0,1,0,0,0
F00000VDTF,Ninety One UK Equity Income J Acc,5,4,Income,1.85628,10.25,10.04,9.16,10.04,5.12,7.56,0.0,0.72,0.39,1.83,162259914.0,2,18647.474009999998,1,3.06,0.78,75.21,14.55,0.36,2,1,2.0,1,20.89,4.08,2.41,16.53,2.69,7.97,-5.83,-2.02,4.0,6.59,35.0,9,52.0,62.77,80.54,27.57,28.45,29.36,8.24,0.0,35.41,16.06,61.07,34.74,21.11,68.17,93.22,10.56,95.32,75.65,32.33,88.57,83.68,21.85,86.17,76.77,30.63,93.1,38.99,38.26,64.11,0,1,0,0,0
F00000WEPE,Ninety One UK Equity Income L Acc,5,4,Income,2.1525,10.34,10.22,9.33,10.42,5.49,7.94,0.0,0.38,0.39,1.83,162259914.0,2,18647.474009999998,1,3.42,0.78,75.21,14.56,0.38,2,1,2.0,1,20.89,4.08,2.41,16.53,2.69,7.97,-5.83,-2.02,4.0,6.59,35.0,9,52.0,62.77,80.54,27.57,28.45,29.36,8.24,0.0,35.41,16.06,61.07,34.74,21.11,68.17,93.22,10.56,95.32,75.65,32.33,88.57,83.68,21.85,86.17,76.77,30.63,93.1,38.99,38.26,64.11,0,1,0,0,0
F0GBR04RO4,Ninety One UK Special Situations A Acc,2,2,Flex-Cap,0.55623,6.25,17.75,15.78,23.83,2.31,5.98,0.0,1.56,0.25,1.17,390069836.0,4,7949.4693099999995,5,2.0,1.7,86.04,29.56,0.23,2,1,2.0,0,12.51,1.42,0.94,7.43,1.3,13.33,-3.2,-8.93,-1.59,-2.01,48.0,10,37.0,75.3,90.07,12.13,27.98,45.63,13.97,0.0,84.93,80.94,98.64,78.82,9.09,78.82,30.48,18.02,98.95,96.84,66.67,96.84,4.23,2.87,33.28,8.81,6.59,78.37,22.89,20.28,48.98,1,0,0,0,0
F0GBR066C7,Ninety One UK Special Situations B Acc,2,2,Flex-Cap,0.9522700000000001,6.38,18.05,16.04,24.46,2.83,6.51,0.0,1.07,0.25,1.17,390069836.0,4,7949.4693099999995,5,2.5,1.7,86.04,29.57,0.24,2,1,2.0,0,12.51,1.42,0.94,7.43,1.3,13.33,-3.2,-8.93,-1.59,-2.01,48.0,10,37.0,75.3,90.07,12.13,27.98,45.63,13.97,0.0,84.93,80.94,98.64,78.82,9.09,78.82,30.48,18.02,98.95,96.84,66.67,96.84,4.23,2.87,33.28,8.81,6.59,78.37,22.89,20.28,48.98,1,0,0,0,0
F00000QJP1,Ninety One UK Special Situations J Acc,2,2,Flex-Cap,1.22621,6.48,18.25,16.21,24.88,3.19,6.88,0.0,0.72,0.25,1.17,390069836.0,4,7949.4693099999995,5,2.85,1.7,86.03,29.58,0.25,2,1,2.0,0,12.51,1.42,0.94,7.43,1.3,13.33,-3.2,-8.93,-1.59,-2.01,48.0,10,37.0,75.3,90.07,12.13,27.98,45.63,13.97,0.0,84.93,80.94,98.64,78.82,9.09,78.82,30.48,18.02,98.95,96.84,66.67,96.84,4.23,2.87,33.28,8.81,6.59,78.37,22.89,20.28,48.98,1,0,0,0,0
F00000PBNQ,Ninety One UK Special Situations R Acc,2,2,Flex-Cap,0.95257,6.39,18.05,16.03,24.45,2.82,6.51,0.0,1.07,0.25,1.17,390069836.0,4,7949.4693099999995,5,2.5,1.7,86.04,29.58,0.24,2,1,2.0,0,12.51,1.42,0.94,7.43,1.3,13.33,-3.2,-8.93,-1.59,-2.01,48.0,10,37.0,75.3,90.07,12.13,27.98,45.63,13.97,0.0,84.93,80.94,98.64,78.82,9.09,78.82,30.48,18.02,98.95,96.84,66.67,96.84,4.23,2.87,33.28,8.81,6.59,78.37,22.89,20.28,48.98,1,0,0,0,0
F000000IN6,Ninety One UK Special Situations I Acc,2,2,Flex-Cap,1.14801,6.45,18.19,16.16,24.76,3.08,6.78,0.0,0.82,0.25,1.17,390069836.0,4,7949.4693099999995,5,2.75,1.7,86.04,29.58,0.25,2,1,2.0,1,12.51,1.42,0.94,7.43,1.3,13.33,-3.2,-8.93,-1.59,-2.01,48.0,10,37.0,75.3,90.07,12.13,27.98,45.63,13.97,0.0,84.93,80.94,98.64,78.82,9.09,78.82,30.48,18.02,98.95,96.84,66.67,96.84,4.23,2.87,33.28,8.81,6.59,78.37,22.89,20.28,48.98,1,0,0,0,0
F00000MJSA,Odey Allegra International A GBP Inc,2,1,Flex-Cap,0.0,10.81,21.59,21.18,21.01,4.41,8.57,2.0,1.27,0.11,14.25,18581822.0,4,4595.8312399999995,2,-5.14,0.82,64.1,14.73,0.26,2,2,2.0,0,11.22,1.32,0.6,3.78,1.87,13.31,14.99,-7.54,26.19,-1.95,42.0,16,55.0,51.48,76.02,3.94,31.65,31.46,16.16,3.74,78.06,26.24,84.57,65.33,21.62,91.72,31.9,2.95,95.17,82.42,23.96,95.9,10.64,3.05,42.4,14.23,6.45,62.05,20.49,18.16,60.3,1,0,0,0,0
F00000LWU4,Odey Allegra International D GBP Inc,3,1,Flex-Cap,0.0,10.9,21.77,21.33,21.59,4.78,8.94,2.0,0.97,0.11,14.25,18581822.0,4,4595.8312399999995,2,-4.81,0.83,64.3,14.75,0.29,2,2,2.0,0,11.22,1.32,0.6,3.78,1.87,13.31,14.99,-7.54,26.19,-1.95,42.0,16,55.0,51.48,76.02,3.94,31.65,31.46,16.16,3.74,78.06,26.24,84.57,65.33,21.62,91.72,31.9,2.95,95.17,82.42,23.96,95.9,10.64,3.05,42.4,14.23,6.45,62.05,20.49,18.16,60.3,1,0,0,0,0
F000000LRY,Odey Allegra International O EUR Acc,3,1,Flex-Cap,0.0,10.54,28.18,26.1,25.42,5.39,6.84,2.0,0.97,0.11,14.25,18581822.0,4,4595.8312399999995,2,-4.81,0.83,64.08,14.75,0.28,2,2,2.0,0,11.22,1.32,0.6,3.78,1.87,13.31,14.99,-7.54,26.19,-1.95,42.0,16,55.0,51.48,76.02,3.94,31.65,31.46,16.16,3.74,78.06,26.24,84.57,65.33,21.62,91.72,31.9,2.95,95.17,82.42,23.96,95.9,10.64,3.05,42.4,14.23,6.45,62.05,20.49,18.16,60.3,1,0,0,0,0
F000000LRX,Odey Allegra International O GBP Acc,3,1,Flex-Cap,0.0,10.9,21.77,21.33,21.37,4.65,8.86,2.0,0.97,0.11,14.25,18581822.0,4,4595.8312399999995,2,-4.9,0.82,64.05,14.74,0.28,2,2,2.0,0,11.22,1.32,0.6,3.78,1.87,13.31,14.99,-7.54,26.19,-1.95,42.0,16,55.0,51.48,76.02,3.94,31.65,31.46,16.16,3.74,78.06,26.24,84.57,65.33,21.62,91.72,31.9,2.95,95.17,82.42,23.96,95.9,10.64,3.05,42.4,14.23,6.45,62.05,20.49,18.16,60.3,1,0,0,0,0
