SecId,Name,StarRatingM255,SustainabilityRank,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous,Size,Style
F0GBR06XPX,Barclays UK Alpha A Acc GBP,3,3,0.8837,0.13,0.28,8.33,15.52,13.26,23.24,0.88,4.5,1.47,0.01,15.5,852732788.0,8916.19141,4,-1.07,1.17,96.99,19.19,0.11,2,3,2.0,0,0,0,1,0,0,2,2
F00000SD9V,UBS (Lux) EF Mid Caps Europe (EUR) Q€Acc,4,5,0.0,-0.51,1.68,7.11,19.22,15.2,41.68,12.23,5.0,1.08,0.01,2.17,201728866.0,10129.91639,3,3.24,0.97,98.24,17.86,0.68,3,3,3.0,1,0,0,0,1,0,1,2
F00000OYV1,BNY Mellon UK Income B Acc,3,4,3.1741099999999998,0.02,0.32,8.98,11.92,11.79,16.4,4.07,0.0,0.94,0.3,1.0,1135535605.0,27322.347039999997,2,1.72,1.07,91.62,18.05,0.26,3,1,3.0,1,0,1,0,0,0,1,1
F0GBR04N92,Vanguard €z Stk Idx € Acc,4,3,0.0,1.18,5.28,9.21,19.59,17.15,36.03,7.79,0.0,0.12,0.03,19.67,1560079313.0,39493.3798,3,0.42,1.0,99.96,18.07,0.43,2,2,3.0,0,0,0,1,0,0,1,2
F0GBR04SFU,Principal European Equity A Acc USD,5,4,0.0,0.82,2.3,12.58,20.15,15.6,43.36,11.61,5.0,1.95,0.18,18.17,41971393.0,32720.59171,3,3.1,0.88,91.46,14.13,0.64,2,3,3.0,0,0,0,1,0,0,1,3
F0GBR06LJ5,Schroder ISF Eurp Spec Sits A Acc EUR,3,3,0.0,1.53,7.15,8.32,16.24,11.53,33.33,9.93,5.0,1.84,0.19,15.25,624724385.0,16566.3373,4,-3.71,1.16,88.04,15.95,0.58,2,3,3.0,0,0,0,1,0,0,1,3
F00000461J,JOHCM UK Dynamic A Acc,3,4,2.33042,0.04,0.85,7.79,19.91,18.41,26.21,0.0,5.0,0.79,0.47,13.0,251606990.0,7415.68776,4,-1.51,1.36,92.05,23.01,0.1,2,2,2.0,1,1,0,0,0,0,2,1
F00000OUPQ,LF Majedie UK Income X Acc,2,3,3.1796,0.37,0.65,8.5,10.26,9.44,14.35,-2.14,0.0,0.65,0.41,0.08,87975732.0,14320.323269999999,3,-4.49,1.12,94.26,18.66,-0.08,2,2,2.0,1,0,1,0,0,0,1,1
F00000W9N9,State Street Switzerland Idx Eq I CHF,2,2,0.0,2.31,6.33,10.41,16.16,12.76,18.69,13.41,0.0,0.3,0.04,5.75,215599444.0,70076.98399,2,-0.12,1.0,99.93,11.19,1.14,3,3,3.0,1,0,0,0,0,1,1,2
F00000VCT5,Eleva UCITS Eleva Eurp Sel A1 EUR acc,4,3,0.0,0.78,1.63,6.72,15.84,13.47,27.64,7.8,3.0,1.61,0.76,6.42,4033474006.0,18695.79136,4,0.14,1.05,94.26,16.7,0.45,3,2,2.0,0,0,0,1,0,0,1,2
F00000MU3M,Cullen Glb Hi Div Val Eq A2 USD Retl Acc,2,2,0.0,0.51,0.41,8.02,13.94,12.96,24.39,6.25,5.0,1.75,0.77,10.67,4467773.0,48077.17969,2,-2.92,1.02,93.12,13.56,0.34,3,1,2.0,0,0,1,0,0,0,1,1
F0GBR04HQC,MFS Meridian European Research A1 EUR,5,3,0.0,1.03,3.97,6.27,12.91,10.4,22.88,7.78,6.0,1.91,0.23,15.42,2400257298.0,26839.643119999997,1,1.36,0.86,95.49,13.39,0.53,3,3,3.0,0,0,0,1,0,0,1,2
F000002YCC,Jupiter UK Special Situations I Acc,4,3,1.8175599999999998,0.42,1.08,11.06,19.97,20.39,26.96,2.79,0.0,0.76,0.21,14.58,2133776040.0,11560.82769,4,0.58,1.19,89.46,20.35,0.19,3,3,3.0,1,0,0,1,0,0,1,1
F00000PKH8,LO Funds Cont Europe S&M Ldrs EUR MA,2,4,0.0,0.83,3.1,8.72,14.87,10.8,32.57,8.98,5.0,1.39,0.15,17.42,455786502.0,4501.46451,2,-0.37,0.86,93.55,17.64,0.52,2,2,2.0,1,0,0,0,1,0,2,3
F00000XQF3,Threadneedle (Lux) Pan Eurp Abs Alp AE,5,5,0.0,-1.54,-0.44,1.34,5.49,2.33,6.76,6.05,5.0,1.84,1.74,4.75,149458032.0,23971.9171,3,7.34,-0.02,0.16,9.49,0.61,3,1,3.0,0,0,0,0,0,1,1,3
F00000PWXI,Fidelity Italy A-Acc-EUR,2,2,0.0,1.23,7.56,9.71,25.66,23.09,46.91,6.4,5.25,1.93,0.58,3.25,257605797.0,7240.95825,2,-1.06,0.93,96.08,21.0,0.34,3,3,3.0,0,0,0,0,0,1,2,2
F00000WRG9,Amundi IS MSCI Europe A3E-C,4,3,0.0,0.91,2.45,8.95,17.24,16.03,26.21,8.05,4.5,0.13,-0.07,5.75,2241761274.0,40099.46441,3,0.06,1.03,98.73,15.85,0.46,3,3,3.0,0,0,0,1,0,0,1,2
F0GBR04S23,Fidelity Special Situations,3,1,0.91795,0.05,1.68,13.89,23.07,19.31,30.59,1.75,0.0,1.65,0.1,7.42,3043051469.0,3759.9742200000014,4,0.21,1.37,93.2,22.95,0.17,3,3,3.0,0,1,0,0,0,0,2,1
F00000WWW9,BNPP E MSCI Eurp exUK exCW Trk Cl Cap,3,3,0.0,1.17,3.23,9.86,17.26,15.45,27.12,9.64,3.0,1.05,0.01,5.33,19009149.0,41069.55078,2,-0.32,1.0,99.95,15.42,0.57,3,3,3.0,1,0,0,0,0,1,1,2
F0000106V1,WS Charteris Premium Income A Acc,4,2,3.80427,-0.96,-2.84,4.94,12.22,10.37,26.65,5.34,5.0,2.06,0.24,3.25,8649353.0,19802.17649,3,3.3,1.06,81.73,18.91,0.33,2,1,2.0,0,0,1,0,0,0,1,1
F00000ZIAF,MGTS AFH DA UK Multi-Cap Gr I GBP Acc,3,3,2.2538099999999996,0.04,0.29,9.33,13.62,12.75,17.8,2.1,0.0,0.4,0.24,3.75,45566408.0,19771.161119999997,3,-0.09,1.06,96.03,17.49,0.16,2,1,2.0,0,0,0,1,0,0,1,2
F0GBR04S2O,Scottish Widows Eurp Sel Gr A,3,3,0.33710999999999997,0.52,3.39,10.12,10.71,9.71,24.56,9.97,7.0,0.24,1.05,8.25,260025746.0,12850.655929999999,4,-0.06,1.12,88.64,18.66,0.55,2,2,2.0,0,0,0,0,0,1,1,2
F00000OWPC,HSBC UK Growth \u0026 Income C Acc,1,2,2.36068,-0.04,-0.89,4.84,12.04,11.71,13.92,-0.62,0.0,0.83,0.85,0.5,306473460.0,21365.20007,4,-2.66,1.2,93.51,20.07,0.03,2,1,3.0,1,0,0,1,0,0,1,1
F00000YDBN,JPM Europe Sustainable Equity A (acc)EUR,4,4,0.0,0.84,4.73,8.31,19.25,13.06,34.5,9.21,5.0,1.78,0.27,4.5,275460509.0,28703.97752,4,1.42,1.06,96.43,16.54,0.54,3,3,3.0,0,0,0,1,0,0,1,2
F00000MKD7,Jupiter UK Smaller Companies I GBP Acc,3,2,0.1843,0.11,0.89,12.13,18.52,12.4,37.39,8.16,0.0,1.05,0.07,17.42,1415893010.0,1314.46697,3,0.58,0.86,80.75,22.76,0.44,2,2,3.0,1,0,0,0,1,0,3,3
F000010IP0,Liontrust GF Sust Fut Pan Eur Gr A5 Acc€,4,4,0.0,1.71,3.18,4.23,14.82,10.19,32.04,11.3,5.0,1.05,0.24,3.08,231394391.0,11537.280209999999,3,-0.54,1.06,87.79,14.79,0.76,2,3,3.0,1,0,0,1,0,0,1,3
F0GBR04DCY,Janus Henderson Hrzn PanEurpSmrComs A2€,3,3,0.0,-0.22,4.61,8.98,29.77,22.22,66.24,12.49,5.0,1.91,0.49,14.83,1212667510.0,1382.08481,5,1.58,1.25,95.88,25.17,0.55,3,3,3.0,0,0,0,0,1,0,3,2
F00000N705,Franklin UK Managers\u0027 Focus A Acc,4,3,0.78013,0.42,0.67,10.56,13.67,11.51,23.34,3.8,5.0,1.57,0.14,9.67,357226953.0,6815.13463,3,1.8,1.12,89.35,19.21,0.25,3,1,3.0,1,1,0,0,0,0,2,2
F00000VEYO,Ninety One UK Equity Income I Acc,5,4,1.7588,0.31,0.5,10.22,9.97,9.11,9.93,5.02,0.0,0.82,0.39,1.83,162259914.0,18647.474009999998,1,2.97,0.78,75.2,14.55,0.35,2,1,2.0,1,0,1,0,0,0,1,2
F0GBR04V97,Dimensional UK Smlr Coms Acc,2,3,0.85731,0.02,1.27,10.88,21.95,16.94,33.92,5.65,0.0,0.55,-0.02,11.83,407477548.0,1634.04641,3,-2.48,0.94,90.43,23.67,0.34,2,2,3.0,0,0,0,0,1,0,3,2
F00000204K,HSBC GIF Euroland Value IC,3,2,0.0,0.67,4.75,10.32,25.03,22.82,42.85,5.5,5.0,1.0,0.2,14.08,529198435.0,21457.561980000002,5,-2.58,1.22,97.42,22.3,0.3,2,3,3.0,0,0,0,1,0,0,1,1
F0GBR053M8,BMO Responsible UK Equity 2 Acc,4,4,0.9274700000000001,0.45,2.2,12.67,16.0,13.26,22.65,5.61,0.0,0.81,0.23,12.0,515066873.0,7217.051429999998,3,3.69,1.08,87.8,18.59,0.36,2,2,2.0,0,1,0,0,0,0,2,2
F0GBR04AG3,Schroder ISF EURO Equity C Acc EUR,4,2,0.0,0.58,6.46,10.08,20.23,17.0,32.35,5.54,1.0,1.04,0.66,11.08,2427826794.0,12968.6661,4,-2.0,1.02,92.8,19.19,0.29,2,3,3.0,1,0,0,1,0,0,1,2
F000002TD6,T. Rowe Price Eurp Smlr Cm Eq A EUR,4,3,0.0,0.65,4.16,3.38,19.84,11.36,46.03,9.03,5.0,1.77,0.29,5.42,187173428.0,2340.8286,2,1.26,0.89,85.17,19.33,0.5,3,3,3.0,0,0,0,0,1,0,2,3
FOGBR05KLQ,Fidelity Fds EURO STOXX 50® A-Acc-EUR,3,4,0.0,0.91,4.86,8.7,20.17,18.38,34.36,8.45,5.25,0.3,0.11,4.42,175388826.0,73479.17433,4,1.17,1.01,98.34,18.65,0.47,3,3,3.0,0,0,0,1,0,0,1,2
F00000OOAS,HSBC FTSE 100 Index Accumulation C,3,2,2.77569,0.0,-0.17,7.68,10.79,11.19,12.94,1.14,0.0,0.09,0.24,4.75,1109223259.0,35349.39071,2,-0.97,0.98,96.43,16.2,0.11,2,3,3.0,1,0,0,1,0,0,1,1
F0GBR04AFJ,Schroder ISF UK Equity A Acc GBP,1,3,0.0,0.24,-1.16,4.87,13.27,12.62,17.16,-2.89,5.0,1.6,0.21,7.92,86321139.0,13015.57676,4,-4.74,1.25,92.76,21.06,-0.06,2,3,3.0,0,0,0,1,0,0,1,2
F0GBR04MY7,Scottish Widows UK Growth A,1,3,1.51521,0.47,0.21,7.56,12.15,10.47,13.54,-1.09,7.0,0.32,0.54,8.58,2219263012.0,18545.94506,4,-3.14,1.06,92.69,17.76,-0.01,2,2,2.0,0,0,0,1,0,0,1,1
F00000PVP6,Nordea 1 - Nordic Ideas Equity BI EUR,3,2,0.0,0.8,6.32,11.76,28.1,22.86,56.67,14.99,0.0,1.19,0.14,6.75,63001696.0,12502.40756,3,-0.88,1.13,87.79,17.13,0.83,3,3,3.0,0,0,0,0,0,1,1,3
F000010KD8,Whitehelm Capl Low Carbon Cor InfAEUR,4,3,0.0,1.62,1.97,8.08,11.18,10.52,10.31,10.81,2.32,0.56,0.14,5.08,50849297.0,7518.40069,1,6.01,0.51,68.27,10.22,0.8,2,2,1.0,0,0,0,0,0,1,2,1
F00000PKH5,LO Funds Europe High Conviction EUR MA,5,5,0.0,1.12,1.63,9.09,16.49,14.02,25.29,9.66,5.0,1.18,0.03,10.67,952319245.0,17198.88829,1,3.43,0.85,90.32,14.22,0.65,2,2,2.0,1,1,0,0,0,0,1,2
F000010ZZS,DWS Invest CROCI Euro LC,4,3,0.0,1.74,4.88,11.4,16.4,13.5,20.11,4.43,2.0,1.06,0.24,2.0,551690969.0,27753.81316,4,-2.9,1.01,88.59,19.29,0.24,3,3,3.0,1,0,0,1,0,0,1,1
F00000PLVS,Legg Mason IF CB Glbl Eq Inc X Acc,2,1,2.7318599999999997,-0.21,2.71,6.45,14.68,14.61,29.01,3.16,0.0,1.0,0.26,13.08,16131485.0,14737.024130000002,5,-6.17,1.38,87.31,19.06,0.22,2,1,2.0,0,0,1,0,0,0,1,1
F00000OO5L,M\u0026G Dividend GBP I Acc,3,2,3.2238,-0.1,0.5,8.66,15.56,14.44,20.12,2.22,0.0,0.68,0.09,2.33,1035329084.0,11477.3092,4,0.13,1.13,92.33,19.09,0.17,3,1,3.0,1,0,1,0,0,0,1,1
F0GBR06XQ6,ASI UK Unconstrained Equity I Acc,2,1,0.34321,0.03,-0.29,7.31,25.54,21.61,45.91,0.07,7.5,0.9,0.31,6.0,448078571.0,2279.99437,5,-0.06,1.68,86.3,29.18,0.16,2,3,3.0,0,1,0,0,0,0,2,2
F000002ILB,Mirabaud - Discovery Europe A EUR Acc,3,2,0.0,-1.01,-0.28,8.46,25.64,18.58,48.34,7.06,0.0,1.83,0.59,5.58,93452111.0,854.39397,3,-1.03,1.01,90.11,21.24,0.41,3,3,3.0,0,0,0,0,1,0,3,3
F0GBR04UGX,MFS Meridian European Smlr Coms A1 EUR,4,4,0.0,0.46,4.58,8.03,16.24,11.9,30.1,8.25,6.0,1.97,0.1,19.58,478360454.0,3941.5821899999996,1,0.5,0.86,95.52,15.8,0.52,3,3,3.0,0,0,0,0,1,0,2,3
F00000OOAW,HSBC FTSE 250 Index C Acc,4,4,1.5789,-0.48,1.1,9.56,16.56,12.49,27.47,5.1,0.0,0.12,0.28,4.75,1665852902.0,3188.74948,3,0.96,0.89,97.59,19.9,0.33,2,3,3.0,1,0,0,0,1,0,2,2
F0GBR04NSQ,JPM Multi-Manager Growth A Net Acc,4,2,0.72023,-0.28,-0.07,7.78,7.86,5.0,28.33,11.26,0.0,2.61,0.24,14.83,419638115.0,18171.46324,3,-0.24,1.03,91.09,14.61,0.77,3,3,3.0,0,1,0,0,0,0,1,3
F0GBR04AGW,Schroder ISF Eurp Eq Yld A Acc EUR,3,2,0.0,0.02,2.84,7.11,24.0,21.95,36.66,1.17,5.0,1.86,0.2,5.17,79539483.0,17827.415559999998,4,-5.32,1.27,89.39,21.64,0.09,2,1,3.0,0,0,1,0,0,0,1,1
F00000OJM6,iShares Mid Cap UK Equity Idx (UK) A Acc,2,4,1.05185,0.12,1.05,9.44,16.33,12.35,27.0,4.77,5.0,0.52,0.29,5.25,690113414.0,3231.49155,3,0.57,0.94,97.84,20.98,0.31,3,1,3.0,0,0,0,0,1,0,2,2
F0GBR055TK,UBS (Lux) ES Small Caps Europe EUR P Acc,3,4,0.0,0.01,1.07,7.98,21.47,15.01,38.33,9.45,3.0,1.99,0.22,16.67,251606990.0,2794.8960899999997,2,0.88,0.95,98.08,19.02,0.53,3,3,3.0,0,0,0,0,1,0,2,3
F00000VFW6,BlackRock UK Special Situations S £ Acc,4,3,0.9911399999999999,-0.54,1.28,11.83,20.06,15.64,26.16,5.75,5.0,0.84,1.23,8.83,640664758.0,4552.80798,3,4.12,1.18,88.3,20.33,0.36,3,3,3.0,0,1,0,0,0,0,2,3
F000011D5T,Threadneedle (Lux) Eur Smlr Com 1E EUR,4,3,0.0,0.83,2.28,6.24,14.05,9.22,31.56,10.47,5.0,1.71,0.08,1.5,1705427729.0,4811.2932,1,1.39,0.84,90.8,17.28,0.61,3,3,3.0,1,0,0,0,1,0,2,3
F0GBR04RSL,BMO Select UK Equity 1 Acc,2,4,0.31913,-0.62,-0.27,7.68,9.18,8.37,12.82,-0.64,5.0,1.91,0.52,3.08,49078160.0,12145.65493,3,-2.47,1.19,91.74,20.04,0.04,2,2,2.0,0,1,0,0,0,0,1,2
F00000OY37,SVS Church House UK Smaller Coms A Acc,2,2,0.16952,0.0,-1.56,7.53,14.65,10.71,24.09,2.49,0.0,1.67,0.37,0.83,12309437.0,1164.89201,1,-3.94,0.65,77.11,17.8,0.19,2,3,3.0,0,0,0,0,1,0,3,3
F0GBR04S8U,M\u0026G Dividend GBP A Acc,2,2,2.82768,-0.11,0.46,8.55,15.3,14.22,19.56,1.62,0.0,1.18,0.09,2.33,1035329084.0,11477.3092,4,-0.46,1.13,92.32,19.09,0.14,3,1,3.0,0,0,1,0,0,0,1,1
F0GBR04IEZ,Templeton Eurp Sm-Mid Cap A(acc)EUR,1,4,0.0,0.34,4.15,6.72,22.75,18.26,36.84,-1.45,5.75,1.89,0.56,0.33,88241968.0,2086.44164,5,-11.07,1.2,90.96,25.1,0.03,3,3,3.0,0,0,0,0,1,0,2,2
F0000003AN,Stt Strt AUT UK Scrn(ex Cont\u0026CW)Idx Eq,3,3,0.0,0.33,0.22,7.56,10.15,10.86,15.08,1.54,5.0,0.1,0.09,16.17,7739320298.0,19966.9056,2,-0.63,1.0,99.82,16.1,0.13,3,3,3.0,0,0,0,1,0,0,1,2
F000002NWZ,Jupiter European Growth L GBP A Inc,3,5,0.0,3.69,7.37,9.6,7.56,6.91,16.75,8.28,5.0,1.72,0.04,1.67,1170076994.0,20435.09264,4,-2.33,0.98,86.98,13.98,0.6,3,3,3.0,0,0,0,1,0,0,1,3
F00000LWU4,Odey Allegra International D GBP Inc,3,1,0.0,1.87,2.34,10.9,21.77,21.33,21.59,4.78,2.0,0.97,0.11,14.25,18581822.0,4595.8312399999995,2,-4.81,0.83,64.3,14.75,0.29,2,2,2.0,0,1,0,0,0,0,2,1
F00000X14V,Royal London GMAP Dyn M GBP Acc,2,2,1.40024,0.06,-0.06,7.16,9.54,8.83,17.86,6.49,0.0,0.6,0.12,5.25,65887320.0,49013.76773,4,-5.35,1.06,96.22,15.01,0.45,2,3,3.0,0,0,0,1,0,0,1,2
F0GBR04VDE,Russell Inv Pan European Equity A,3,2,0.0,0.29,1.6,8.65,19.88,17.3,34.18,6.03,5.0,1.71,0.34,2.25,126878504.0,17341.622219999994,4,-2.15,1.14,97.7,17.57,0.34,2,2,2.0,0,0,0,1,0,0,1,2
F000014PU7,Unicorn UK Ethical Income A Acc,3,3,2.91548,-0.73,0.05,8.38,13.88,11.55,25.95,1.48,2.32,1.56,0.12,5.17,75956894.0,736.0539200000003,4,0.47,1.14,81.15,20.4,0.18,2,3,3.0,0,0,1,0,0,0,3,2
F0GBR068QC,BGF European Focus A2,3,5,0.0,2.1,7.32,11.88,20.56,16.06,44.94,14.94,5.2632,1.85,0.43,2.0,343606880.0,21074.45615,4,0.84,1.11,90.04,15.12,0.87,3,1,3.0,0,0,0,1,0,0,1,3
F000000I18,T. Rowe Price Eurp Eq I EUR,5,4,0.0,1.23,4.83,8.88,17.31,14.32,29.23,10.52,0.0,0.75,0.49,12.08,90142867.0,16885.43744,2,3.49,0.89,95.26,13.91,0.69,3,3,3.0,0,0,0,1,0,0,1,3
F0GBR04HUP,Schroder European Alpha Plus Acc,1,3,0.0,1.62,6.6,7.59,9.42,8.02,31.89,0.6,0.0,1.71,0.36,1.17,118754113.0,10196.3095,5,-10.04,1.3,92.39,20.95,0.1,2,3,3.0,0,0,0,0,0,1,1,3
F00000MF1W,Threadneedle UK Ins Acc GBP,3,4,1.52825,0.19,0.09,6.82,12.29,10.5,17.2,1.32,0.0,1.05,0.22,6.75,1875325109.0,16836.32569,4,-0.83,1.24,94.55,20.72,0.13,3,3,3.0,0,0,0,1,0,0,1,1
F00000VZWA,State Street Europe Value Spotlight I,2,1,0.0,0.7,2.43,7.31,18.06,16.27,32.2,3.06,0.0,0.84,0.84,8.08,131578469.0,15186.299519999999,4,0.96,1.14,94.66,22.79,0.19,3,3,3.0,0,0,0,1,0,0,1,1
F0000102Y6,L&G European C Acc,4,3,0.0,1.32,5.2,2.57,2.9,-3.46,33.75,9.94,0.0,0.61,-0.73,10.33,154364374.0,11788.52449,4,2.7,0.96,64.55,19.3,0.59,3,3,3.0,0,0,0,0,0,1,1,3
F0000102YG,L\u0026G UK Smaller Companies C Acc,2,1,0.73111,0.87,4.27,16.79,26.97,21.3,41.8,5.98,0.0,0.6,0.07,19.92,300990515.0,1034.55778,2,-1.93,0.8,87.44,20.47,0.34,3,3,3.0,0,0,0,0,1,0,3,3
F0GBR04DTS,L\u0026G UK Select Equity A Acc,2,3,0.05049,-0.2,1.12,7.6,12.68,9.63,20.17,2.12,0.0,1.37,0.93,3.0,355769863.0,5349.54686,5,0.43,1.25,81.52,22.41,0.17,3,3,3.0,0,0,0,1,0,0,2,3
F0GBR04OD7,Pictet-Quest Europe Sust Eqs P EUR,4,5,0.0,1.61,5.38,9.53,18.48,15.44,28.54,9.42,5.0,1.19,0.09,18.67,869014539.0,35619.986000000004,2,1.84,0.97,94.3,15.12,0.57,3,3,3.0,0,0,0,1,0,0,1,2
F00000Y4BM,TB Guinness UK Eq Inc O Overseas Acc,2,4,2.6175900000000003,0.36,1.44,8.92,12.93,10.98,16.81,-0.38,5.0,1.7,0.0,4.5,219390.0,4895.59917,4,-2.45,1.21,91.36,20.53,0.04,2,2,2.0,0,0,1,0,0,0,2,1
F00000PI8Z,Aviva Investors UK Listed Eq Inc 1 £ Acc,4,3,3.30795,0.17,0.71,8.96,16.04,11.87,19.21,3.75,0.0,1.0,0.2,12.17,1147740903.0,7722.474179999997,3,1.69,1.2,93.37,20.02,0.25,2,1,3.0,0,0,1,0,0,0,2,1
F00000V2ZN,MFS Meridian European Core Eq C1 USD,2,4,0.0,0.67,5.01,9.89,15.4,11.44,36.18,8.13,0.0,2.8,0.06,12.92,124207372.0,24082.77175,3,-5.73,1.1,91.53,14.83,0.44,3,3,3.0,0,0,0,1,0,0,1,2
F0GBR04EZC,Schroder ISF Eurp Eq Yld A1 Acc EUR,2,2,0.0,0.01,2.79,6.98,23.69,21.69,35.99,0.67,4.0,2.36,0.2,5.17,79539483.0,17827.415559999998,4,-5.82,1.27,89.39,21.64,0.07,2,1,3.0,1,0,1,0,0,0,1,1
F0GBR063QR,AXAWF Fram Eurp Rl Est Secs A Cap EUR,4,4,0.0,1.62,7.94,13.68,15.24,11.37,24.76,6.22,5.5,1.76,0.12,15.83,567194868.0,5262.73484,2,0.87,0.89,97.81,15.22,0.34,3,3,3.0,1,0,0,0,0,1,2,2
F00000W1V5,Ninety One GSF European Eq C Acc EUR,2,2,0.0,0.36,1.7,6.88,18.61,15.41,22.66,3.78,3.0,2.66,0.6,9.17,1061559744.0,15918.983919999999,4,-3.45,1.03,94.1,16.08,0.24,2,2,2.0,0,0,0,1,0,0,1,2
F00000Y4U4,Arctic Norwegian Value Creation A,4,3,0.0,-0.44,1.12,5.49,19.15,14.62,37.24,9.3,0.0,1.59,0.03,6.83,297066685.0,2339.20876,3,-0.39,1.07,93.45,25.88,0.37,2,2,2.0,0,0,0,0,0,1,2,2
F000001ATJ,Fidelity Euro Blue Chip Y-Acc-EUR,4,3,0.0,0.54,3.28,4.23,13.3,11.63,25.71,6.25,0.0,1.08,0.46,1.83,295480902.0,28785.11445,3,-0.2,0.95,95.45,17.47,0.39,3,3,3.0,0,0,0,1,0,0,1,2
F0GBR04SKV,AXA Rosenberg Eurobl Eq Alpha B EUR Acc,2,4,0.0,-0.07,1.87,9.71,19.33,17.05,29.89,4.05,4.5,1.49,0.35,7.67,101555202.0,28011.572210000002,4,-3.3,1.04,98.76,18.95,0.24,3,3,3.0,0,0,0,1,0,0,1,2
F0GBR04S19,Schroder UK Mid 250 A Acc,1,5,0.33719,-0.52,1.77,14.13,24.5,18.76,38.58,3.11,0.0,1.66,0.15,21.58,1049864804.0,1654.31325,5,-0.4,1.19,92.96,27.31,0.26,2,3,3.0,0,0,0,0,1,0,3,2
F00000OLO9,Arctic Nordic Equities B,3,3,0.0,-0.39,1.94,9.39,19.54,16.07,40.62,13.77,0.0,1.2,0.04,8.92,84215882.0,4548.43326,5,-5.51,1.3,85.98,20.67,0.58,2,2,2.0,0,0,0,0,0,1,2,3
F000010P2T,Invesco UK Equity E EUR Acc,2,1,0.0,-0.08,1.64,8.99,24.05,22.12,32.73,-0.95,3.0,2.46,0.5,2.67,45091075.0,14340.99965,5,-3.62,1.25,89.59,21.35,-0.01,3,3,3.0,1,0,0,1,0,0,1,1
F0GBR04GM3,Liontrust European Opports A Acc GBP,1,2,0.0,0.57,4.99,11.0,13.75,11.81,31.76,-0.59,0.0,1.9,0.38,2.42,85140964.0,12310.980309999999,5,-12.16,1.44,95.29,22.88,0.06,2,3,3.0,0,0,0,0,0,1,1,2
F00000MQQW,Schroder UK Equity Z Acc,2,2,2.0956599999999996,0.01,-1.69,4.51,14.29,12.69,18.3,-1.98,0.0,0.91,0.17,7.92,365559820.0,11007.95926,5,-3.79,1.26,91.52,21.35,-0.01,2,1,3.0,1,0,0,1,0,0,1,1
F000010NXD,SUTL Cazenove Charity Equity Value A Acc,4,3,3.18107,0.08,0.89,7.4,18.97,19.08,30.98,1.06,0.0,0.52,-0.03,11.42,151433498.0,17462.22839,4,-0.62,1.24,85.56,21.75,0.13,2,3,3.0,1,0,0,1,0,0,1,1
F0GBR04EZ8,Schroder ISF European Lrg Cap A1 Acc EUR,2,2,0.0,0.59,5.92,7.23,16.53,13.03,28.68,5.04,4.0,2.34,0.52,6.42,421573883.0,22131.891480000002,4,-2.83,1.05,93.89,16.6,0.28,2,3,3.0,1,0,0,1,0,0,1,2
F000000KX4,VT Munro Smart Beta UK X Acc Direct,2,1,3.87655,0.06,-0.82,6.09,12.35,13.31,13.99,-0.32,0.0,0.96,0.09,13.75,5095993.0,32643.15406,4,-2.57,1.12,94.31,18.69,0.03,2,2,2.0,0,0,0,1,0,0,1,1
F00000TEMI,GAM Star (Lux) - European Momentum D €,3,3,0.0,0.13,3.48,12.5,20.51,16.09,39.6,6.87,3.0,2.26,0.49,4.92,15989065.97,9951.523159999999,3,-0.1,1.01,86.88,17.08,0.41,2,3,3.0,0,1,0,0,0,0,1,2
F00000VWIN,RBC Funds (Lux) European Eq Foc O EUR,3,4,0.0,0.33,1.16,7.86,17.96,15.7,26.76,9.62,5.0,0.7,0.17,6.17,5681501.0,33257.58942,2,2.54,0.92,94.51,14.64,0.61,2,3,3.0,0,0,0,1,0,0,1,3
F00000V370,AXA Framlington UK Mid Cap S GBP Acc,5,3,0.77559,0.13,3.33,12.7,19.51,13.5,26.69,8.45,0.0,0.44,0.29,10.25,544099137.0,1981.8335399999999,2,4.36,0.85,92.03,19.5,0.5,2,3,3.0,1,0,0,0,1,0,2,3
F00001154P,Amundi Fds Eurp Eq Dyn MltFacs A EUR C,3,3,0.0,1.05,4.93,9.7,19.16,16.57,29.07,6.68,4.5,0.95,0.12,3.67,111227497.0,28967.797510000004,2,-0.44,0.94,97.98,14.39,0.42,3,3,3.0,0,0,0,1,0,0,1,2
F0GBR04RM3,Aegon UK Equity GBP A Acc,3,1,1.12905,0.12,0.76,10.3,12.64,11.81,20.98,2.65,2.5,1.58,0.09,17.17,185056315.0,8574.096940000001,3,0.83,1.02,90.44,17.32,0.21,2,3,3.0,1,0,0,1,0,0,2,2
F0GBR04OZL,SKAGEN Vekst A,3,1,0.0,0.21,3.71,8.74,16.82,16.18,37.31,12.59,2.0,1.0,0.07,7.17,709508870.0,21386.90751,4,-4.12,1.21,92.63,18.15,0.54,3,3,2.0,0,1,0,0,0,0,1,1
